host,ip,port,protocol,title,domain,country,city,link,as_organization
https://190.242.130.182,190.242.130.182,443,https,Juniper Web Device Manager,,CO,Sopo,https://190.242.130.182,COLUMBUS NETWORKS COLOMBIA
https://3.15.5.133,3.15.5.133,443,https,Juniper Web Device Manager,,US,Columbus,https://3.15.5.133,AMAZON-02
https://3.144.87.110,3.144.87.110,443,https,Juniper Web Device Manager,,US,Columbus,https://3.144.87.110,AMAZON-02
https://3.145.47.214,3.145.47.214,443,https,Juniper Web Device Manager,,US,Columbus,https://3.145.47.214,AMAZON-02
https://34.73.167.189,34.73.167.189,443,https,Juniper Web Device Manager,,US,North Charleston,https://34.73.167.189,GOOGLE-CLOUD-PLATFORM
https://18.117.148.72,18.117.148.72,443,https,Juniper Web Device Manager,,US,Columbus,https://18.117.148.72,AMAZON-02
https://18.190.197.222,18.190.197.222,443,https,Juniper Web Device Manager,,US,Columbus,https://18.190.197.222,AMAZON-02
https://68.77.244.129,68.77.244.129,443,https,Juniper Web Device Manager,,US,Garden Grove,https://68.77.244.129,ATT-INTERNET4
https://20.235.6.97,20.235.6.97,443,https,Juniper Web Device Manager,,IN,Chennai,https://20.235.6.97,MICROSOFT-CORP-MSN-AS-BLOCK
https://117.56.229.89,117.56.229.89,443,https,Juniper Web Device Manager,,CN,Baiyu,https://117.56.229.89,Data Communication Business Group
https://203.99.47.5,203.99.47.5,443,https,Juniper Web Device Manager,,IN,Trivandrum,https://203.99.47.5,USsoftware P Ltd.
https://61.223.94.206,61.223.94.206,443,https,Juniper Web Device Manager,,CN,Chang-hua,https://61.223.94.206,Data Communication Business Group
https://82.163.116.220,82.163.116.220,443,https,Juniper Web Device Manager,,GB,Wimbledon,https://82.163.116.220,Optimity Ltd
https://216.108.26.55,216.108.26.55,443,https,Juniper Web Device Manager,,CA,Yellowknife,https://216.108.26.55,NORTHWESTEL-INC
https://41.33.245.209,41.33.245.209,443,https,Juniper Web Device Manager,,EG,Cairo,https://41.33.245.209,TE-AS
https://3.143.7.173,3.143.7.173,443,https,Juniper Web Device Manager,,US,Columbus,https://3.143.7.173,AMAZON-02
https://3.129.45.66,3.129.45.66,443,https,Juniper Web Device Manager,,US,Columbus,https://3.129.45.66,AMAZON-02
https://3.12.108.62,3.12.108.62,443,https,Juniper Web Device Manager,,US,Columbus,https://3.12.108.62,AMAZON-02
https://3.22.32.24,3.22.32.24,443,https,Juniper Web Device Manager,,US,Columbus,https://3.22.32.24,AMAZON-02
https://91.26.146.106,91.26.146.106,443,https,Juniper Web Device Manager,,DE,Stollberg,https://91.26.146.106,Deutsche Telekom AG
https://18.119.171.205,18.119.171.205,443,https,Juniper Web Device Manager,,US,Columbus,https://18.119.171.205,AMAZON-02
https://54.64.159.141,54.64.159.141,443,https,Juniper Web Device Manager,,JP,Tokyo,https://54.64.159.141,AMAZON-02
https://38.123.215.97,38.123.215.97,443,https,Juniper Web Device Manager,,MX,Tizayuca,https://38.123.215.97,COMUNICALO DE MEXICO S.A. DE C.V
https://24.252.173.25,24.252.173.25,443,https,Juniper Web Device Manager,,US,San Diego,https://24.252.173.25,ASN-CXA-ALL-CCI-22773-RDC
https://210.176.171.140,210.176.171.140,443,https,Juniper Web Device Manager,,CN,Central,https://210.176.171.140,HKT Limited
https://18.188.94.133,18.188.94.133,443,https,Juniper Web Device Manager,,US,Columbus,https://18.188.94.133,AMAZON-02
https://www.dicksupyourass.com,139.60.86.45,443,https,Juniper Web Device Manager,dicksupyourass.com,US,Marion,https://www.dicksupyourass.com,HCC-IL
https://23.227.183.110,23.227.183.110,443,https,Juniper Web Device Manager,,US,Dallas,https://23.227.183.110,HVC-AS
https://103.51.66.127,103.51.66.127,443,https,Juniper Web Device Manager,,TH,Bangkok,https://103.51.66.127,The Revenue Department
https://14.99.89.42,14.99.89.42,443,https,Juniper Web Device Manager,,IN,Delhi,https://14.99.89.42,Tata Teleservices ISP AS
https://158.120.76.67,158.120.76.67,443,https,Juniper Web Device Manager,,US,Nashville,https://158.120.76.67,CLOUDWYZE
https://94.20.99.26,94.20.99.26,443,https,Juniper Web Device Manager,,AZ,Baku,https://94.20.99.26,Caspian Telecom LLC
https://18.191.215.58,18.191.215.58,443,https,Juniper Web Device Manager,,US,Columbus,https://18.191.215.58,AMAZON-02
https://52.172.91.58,52.172.91.58,443,https,Juniper Web Device Manager,,IN,Chennai,https://52.172.91.58,MICROSOFT-CORP-MSN-AS-BLOCK
https://3.135.192.228,3.135.192.228,443,https,Juniper Web Device Manager,,US,Columbus,https://3.135.192.228,AMAZON-02
https://3.138.106.152,3.138.106.152,443,https,Juniper Web Device Manager,,US,Columbus,https://3.138.106.152,AMAZON-02
https://139.60.86.45,139.60.86.45,443,https,Juniper Web Device Manager,,US,Marion,https://139.60.86.45,HCC-IL
https://158.120.76.66,158.120.76.66,443,https,Juniper Web Device Manager,,US,Nashville,https://158.120.76.66,CLOUDWYZE
https://juniper-ext.fadeyev.ru,35.212.250.130,443,https,Juniper Web Device Manager,fadeyev.ru,US,The Dalles,https://juniper-ext.fadeyev.ru,GOOGLE
https://1.214.245.82,1.214.245.82,443,https,Juniper Web Device Manager,,KR,Hwaseong-si,https://1.214.245.82,LG DACOM Corporation
https://35.203.153.192,35.203.153.192,443,https,Juniper Web Device Manager,,US,The Dalles,https://35.203.153.192,GOOGLE-CLOUD-PLATFORM
https://103.51.64.217,103.51.64.217,443,https,Juniper Web Device Manager,,TH,Bangkok,https://103.51.64.217,The Revenue Department
https://14.238.14.109,14.238.14.109,443,https,Juniper Web Device Manager,,VN,Hai Duong,https://14.238.14.109,VNPT Corp
https://35.212.250.130,35.212.250.130,443,https,Juniper Web Device Manager,,US,The Dalles,https://35.212.250.130,GOOGLE
https://82.163.114.245,82.163.114.245,443,https,Juniper Web Device Manager,,GB,City of Westminster,https://82.163.114.245,Optimity Ltd
https://34.145.70.170,34.145.70.170,443,https,Juniper Web Device Manager,,US,The Dalles,https://34.145.70.170,GOOGLE-CLOUD-PLATFORM
https://42.200.72.191,42.200.72.191,443,https,Juniper Web Device Manager,,CN,Central,https://42.200.72.191,HKT Limited
https://3.137.177.155,3.137.177.155,443,https,Juniper Web Device Manager,,US,Columbus,https://3.137.177.155,AMAZON-02
https://62.72.126.130,62.72.126.130,443,https,Juniper Web Device Manager,,BE,Brussels,https://62.72.126.130,COLT Technology Services Group Limited
https://50.173.163.186,50.173.163.186,443,https,Juniper Web Device Manager,,US,Troy,https://50.173.163.186,COMCAST-7922
https://72.215.158.66,72.215.158.66,443,https,Juniper Web Device Manager,,US,Virginia Beach,https://72.215.158.66,ASN-CXA-ALL-CCI-22773-RDC
https://213.206.245.58,213.206.245.58,443,https,Juniper Web Device Manager,,NL,Tiel,https://213.206.245.58,ML Consultancy
https://3.31.116.203,3.31.116.203,443,https,Juniper Web Device Manager,,US,Boardman,https://3.31.116.203,Amazon Data Services Ireland Ltd
https://211.32.3.130,211.32.3.130,443,https,Juniper Web Device Manager,,KR,Bupyeong-gu,https://211.32.3.130,LG DACOM Corporation
https://52.62.95.158,52.62.95.158,443,https,Juniper Web Device Manager,,AU,Sydney,https://52.62.95.158,AMAZON-02
https://3.145.1.201,3.145.1.201,443,https,Juniper Web Device Manager,,US,Columbus,https://3.145.1.201,AMAZON-02
https://3.142.200.10,3.142.200.10,443,https,Juniper Web Device Manager,,US,Columbus,https://3.142.200.10,AMAZON-02
https://40.90.160.235,40.90.160.235,443,https,Juniper Web Device Manager,,SG,,https://40.90.160.235,MICROSOFT-CORP-MSN-AS-BLOCK
https://3.38.79.172,3.38.79.172,443,https,Juniper Web Device Manager,,KR,Incheon,https://3.38.79.172,AMAZON-02
https://3.145.104.207,3.145.104.207,443,https,Juniper Web Device Manager,,US,Columbus,https://3.145.104.207,AMAZON-02
https://3.137.185.69,3.137.185.69,443,https,Juniper Web Device Manager,,US,Columbus,https://3.137.185.69,AMAZON-02
https://212.85.63.233,212.85.63.233,443,https,Juniper Web Device Manager,,NL,Amersfoort,https://212.85.63.233,Destiny N.V
https://210.3.136.154,210.3.136.154,443,https,Juniper Web Device Manager,,CN,Tuen Mun,https://210.3.136.154,HGC Global Communications Limited
https://3.129.247.205,3.129.247.205,443,https,Juniper Web Device Manager,,US,Columbus,https://3.129.247.205,AMAZON-02
https://108.178.102.170,108.178.102.170,443,https,Juniper Web Device Manager,,US,Lake Jackson,https://108.178.102.170,TWC-11427-TEXAS
220.112.207.145,220.112.207.145,80,http,Juniper Web Device Manager,,CN,,http://220.112.207.145,China Networks Inter-Exchange
https://114.33.165.175,114.33.165.175,443,https,Juniper Web Device Manager,,CN,Chang-hua,https://114.33.165.175,Data Communication Business Group
https://221.139.14.34,221.139.14.34,443,https,Juniper Web Device Manager,,KR,Yangcheon-gu,https://221.139.14.34,SK Broadband Co Ltd
https://116.31.89.154:4433,116.31.89.154,4433,https,Juniper Web Device Manager,,CN,Shenzhen,https://116.31.89.154:4433,Chinanet
https://209.133.210.246,209.133.210.246,443,https,Juniper Web Device Manager,,US,Tampa,https://209.133.210.246,HVC-AS
https://vpn.moblin.net,116.63.74.71,443,https,Juniper Web Device Manager,moblin.net,CN,,https://vpn.moblin.net,CHINANET Guangdong province network
https://116.63.74.71,116.63.74.71,443,https,Juniper Web Device Manager,,CN,,https://116.63.74.71,CHINANET Guangdong province network
https://103.214.40.9,103.214.40.9,443,https,Juniper Web Device Manager,,PK,,https://103.214.40.9,AKBL
https://20.197.17.195,20.197.17.195,443,https,Juniper Web Device Manager,,IN,Pune,https://20.197.17.195,MICROSOFT-CORP-MSN-AS-BLOCK
https://216.37.5.201,216.37.5.201,443,https,Juniper Web Device Manager,,US,,https://216.37.5.201,AS17054
https://97.87.187.143,97.87.187.143,443,https,Juniper Web Device Manager,,US,Chesterfield,https://97.87.187.143,CHARTER-20115
https://111.223.126.226,111.223.126.226,443,https,Juniper Web Device Manager,,SG,,https://111.223.126.226,StarHub Ltd
4.197.205.114,4.197.205.114,80,http,Juniper Web Device Manager,,AU,Sydney,http://4.197.205.114,MICROSOFT-CORP-MSN-AS-BLOCK
97.72.232.14,97.72.232.14,80,http,Juniper Web Device Manager,,US,,http://97.72.232.14,HNS-DIRECPC
https://116.236.144.158,116.236.144.158,443,https,Juniper Web Device Manager,,CN,Shanghai,https://116.236.144.158,China Telecom Group
https://27.32.138.102,27.32.138.102,443,https,Juniper Web Device Manager,,AU,Melbourne,https://27.32.138.102,TPG Telecom Limited
20.235.6.97,20.235.6.97,80,http,Juniper Web Device Manager,,IN,Chennai,http://20.235.6.97,MICROSOFT-CORP-MSN-AS-BLOCK
https://202.51.196.70,202.51.196.70,443,https,Juniper Web Device Manager,,ID,,https://202.51.196.70,PT Jala Lintas Media
https://113.163.156.32,113.163.156.32,443,https,Juniper Web Device Manager,,VN,Ho Chi Minh City,https://113.163.156.32,VNPT Corp
103.135.46.45,103.135.46.45,80,http,Juniper Web Device Manager,,IN,,http://103.135.46.45,INFONET COMM ENTERPRISES
https://96.72.166.17,96.72.166.17,443,https,Juniper Web Device Manager,,US,Belvedere Tiburon,https://96.72.166.17,COMCAST-7922
https://197.234.83.52,197.234.83.52,443,https,Juniper Web Device Manager,,ZM,Lusaka,https://197.234.83.52,Paratus
https://212.41.194.66,212.41.194.66,443,https,Juniper Web Device Manager,,CH,Lucerne,https://212.41.194.66,Bluewin
https://211.75.167.132,211.75.167.132,443,https,Juniper Web Device Manager,,CN,Xindian District,https://211.75.167.132,Data Communication Business Group
https://71.44.235.98,71.44.235.98,443,https,Juniper Web Device Manager,,US,Indianapolis,https://71.44.235.98,BHN-33363
https://118.71.255.194,118.71.255.194,443,https,Juniper Web Device Manager,,VN,Hanoi,https://118.71.255.194,FPT Telecom Company
https://209.166.128.185,209.166.128.185,443,https,Juniper Web Device Manager,,US,Carnegie,https://209.166.128.185,AS17054
https://46.102.201.193,46.102.201.193,443,https,Juniper Web Device Manager,,GB,Littlehampton,https://46.102.201.193,ICUK Computing Services Limited
https://103.226.114.252:9443,103.226.114.252,9443,https,Juniper Web Device Manager,,NZ,Auckland,https://103.226.114.252:9443,HI-TECH SOLUTIONS LIMITED
https://103.226.115.186:9443,103.226.115.186,9443,https,Juniper Web Device Manager,,NZ,Auckland,https://103.226.115.186:9443,HI-TECH SOLUTIONS LIMITED
https://12.158.173.59,12.158.173.59,443,https,Juniper Web Device Manager,,US,Houston,https://12.158.173.59,ATT-INTERNET4
https://42.200.206.47:9443,42.200.206.47,9443,https,Juniper Web Device Manager,,CN,Central,https://42.200.206.47:9443,HKT Limited
https://222.237.221.18,222.237.221.18,443,https,Juniper Web Device Manager,,KR,Seoul,https://222.237.221.18,SK Broadband Co Ltd
https://73.164.147.142,73.164.147.142,443,https,Juniper Web Device Manager,,US,Vancouver,https://73.164.147.142,COMCAST-7922
https://71.244.253.20,71.244.253.20,443,https,Juniper Web Device Manager,,US,Columbia,https://71.244.253.20,UUNET
https://81.183.230.18:9443,81.183.230.18,9443,https,Juniper Web Device Manager,,HU,Budapest,https://81.183.230.18:9443,Magyar Telekom plc.
https://212.39.114.183:9443,212.39.114.183,9443,https,Juniper Web Device Manager,,BA,Ljubuski,https://212.39.114.183:9443,JP HT d.d. Mostar
https://99.208.21.58,99.208.21.58,443,https,Juniper Web Device Manager,,CA,Toronto,https://99.208.21.58,ROGERS-COMMUNICATIONS
https://3.21.38.192,3.21.38.192,443,https,Juniper Web Device Manager,,US,Columbus,https://3.21.38.192,AMAZON-02
https://120.28.189.141,120.28.189.141,443,https,Juniper Web Device Manager,,PH,Cagayan de Oro,https://120.28.189.141,Globe Telecom Inc.
https://4.30.182.65,4.30.182.65,443,https,Juniper Web Device Manager,,US,New York,https://4.30.182.65,LEVEL3
https://gatekeeper2.unigold2000.co.uk,87.224.104.37,443,https,Juniper Web Device Manager,unigold2000.co.uk,GB,Croydon,https://gatekeeper2.unigold2000.co.uk,Spitfire Network Services Limited
https://220.232.144.99,220.232.144.99,443,https,Juniper Web Device Manager,,CN,Sha Tin Wai,https://220.232.144.99,HKBN Enterprise Solutions HK Limited
https://120.133.220.164,120.133.220.164,443,https,Juniper Web Device Manager,,CN,,https://120.133.220.164,China Telecom Group
https://87.224.104.37,87.224.104.37,443,https,Juniper Web Device Manager,,GB,Croydon,https://87.224.104.37,Spitfire Network Services Limited
https://103.122.214.4,103.122.214.4,443,https,Juniper Web Device Manager,,,,https://103.122.214.4,
https://87.236.129.193,87.236.129.193,443,https,Juniper Web Device Manager,,GB,City of London,https://87.236.129.193,Wavenet Limited
https://64.15.145.254,64.15.145.254,443,https,Juniper Web Device Manager,,CA,,https://64.15.145.254,IWEB-AS
https://194.56.73.253,194.56.73.253,443,https,Juniper Web Device Manager,,HR,,https://194.56.73.253,CRATIS d.o.o.
https://206.252.253.190,206.252.253.190,443,https,Juniper Web Device Manager,,PL,Warsaw,https://206.252.253.190,Atman Sp. z o.o.
https://209.183.139.97,209.183.139.97,443,https,Juniper Web Device Manager,,CA,Delhi,https://209.183.139.97,EXECULINK
https://117.203.169.1,117.203.169.1,443,https,Juniper Web Device Manager,,IN,Jamshedpur,https://117.203.169.1,National Internet Backbone
https://174.135.117.189,174.135.117.189,443,https,Juniper Web Device Manager,,US,Bakersfield,https://174.135.117.189,BHN-33363
https://93.184.1.74,93.184.1.74,443,https,Juniper Web Device Manager,,PS,,https://93.184.1.74,BCI Telecommunication & Advanced Technology Company
https://209.239.28.137,209.239.28.137,443,https,Juniper Web Device Manager,,CA,London,https://209.239.28.137,EXECULINK
https://195.250.17.136,195.250.17.136,443,https,Juniper Web Device Manager,,GB,,https://195.250.17.136,Optimity Ltd
https://192.144.80.254,192.144.80.254,443,https,Juniper Web Device Manager,,BD,,https://192.144.80.254,ping by ICOM Bangladesh Ltd
https://62.209.58.186,62.209.58.186,443,https,Juniper Web Device Manager,,NL,,https://62.209.58.186,Equinix (EMEA) Acquisition Enterprises B.V.
https://192.144.80.245,192.144.80.245,443,https,Juniper Web Device Manager,,BD,,https://192.144.80.245,ping by ICOM Bangladesh Ltd
https://192.144.80.243,192.144.80.243,443,https,Juniper Web Device Manager,,BD,,https://192.144.80.243,ping by ICOM Bangladesh Ltd
https://192.235.96.4,192.235.96.4,443,https,Juniper Web Device Manager,,US,Annandale,https://192.235.96.4,TELX-LEGACY
https://211.117.97.17,211.117.97.17,443,https,Juniper Web Device Manager,,KR,Suwon,https://211.117.97.17,SK Broadband Co Ltd
https://18.215.115.113,18.215.115.113,443,https,Juniper Web Device Manager,,US,Ashburn,https://18.215.115.113,AMAZON-AES
https://208.98.198.115,208.98.198.115,443,https,Juniper Web Device Manager,,CA,Calgary,https://208.98.198.115,SHAW
35.212.250.130:8081,35.212.250.130,8081,http,Juniper Web Device Manager,,US,The Dalles,http://35.212.250.130:8081,GOOGLE
https://20.58.6.137,20.58.6.137,443,https,Juniper Web Device Manager,,GB,London,https://20.58.6.137,MICROSOFT-CORP-MSN-AS-BLOCK
https://125.253.12.140,125.253.12.140,443,https,Juniper Web Device Manager,,AU,Melbourne,https://125.253.12.140,Superloop
https://62.194.26.202,62.194.26.202,443,https,Juniper Web Device Manager,,NL,Amsterdam,https://62.194.26.202,Vodafone Libertel B.V.
https://131.150.66.178,131.150.66.178,443,https,Juniper Web Device Manager,,US,Fort Worth,https://131.150.66.178,CHARTER-20115
https://68.77.244.130,68.77.244.130,443,https,Juniper Web Device Manager,,US,Garden Grove,https://68.77.244.130,ATT-INTERNET4
https://31.47.227.1,31.47.227.1,443,https,Juniper Web Device Manager,,DE,,https://31.47.227.1,INGATE GmbH
https://161.202.11.122:8443,161.202.11.122,8443,https,Juniper Web Device Manager,,US,,https://161.202.11.122:8443,SOFTLAYER
https://58.221.130.78:8443,58.221.130.78,8443,https,Juniper Web Device Manager,,CN,Nantong,https://58.221.130.78:8443,Chinanet
https://169.46.57.195:8443,169.46.57.195,8443,https,Juniper Web Device Manager,,US,Irving,https://169.46.57.195:8443,SOFTLAYER
https://162.133.96.18:8443,162.133.96.18,8443,https,Juniper Web Device Manager,,US,,https://162.133.96.18:8443,SOFTLAYER
https://12.203.108.22,12.203.108.22,443,https,Juniper Web Device Manager,,US,Corsicana,https://12.203.108.22,ATT-INTERNET4
https://219.80.94.50,219.80.94.50,443,https,Juniper Web Device Manager,,CN,,https://219.80.94.50,"Taiwan Fixed Network, Telco and Network Service Provider."
https://152.160.6.102,152.160.6.102,443,https,Juniper Web Device Manager,,US,Dearborn Heights,https://152.160.6.102,123NET
1.117.64.33:5475,1.117.64.33,5475,http,Juniper Web Device Manager,,CN,Beijing,http://1.117.64.33:5475,Shenzhen Tencent Computer Systems Company Limited
https://61.219.129.83,61.219.129.83,443,https,Juniper Web Device Manager,,CN,Taipei,https://61.219.129.83,Data Communication Business Group
https://92.55.195.38,92.55.195.38,443,https,Juniper Web Device Manager,,PL,Chwalecice,https://92.55.195.38,Hawe Telekom S.A. in Restructuring
https://37.156.93.165:10443,37.156.93.165,10443,https,Juniper Web Device Manager,,DE,Rosenheim,https://37.156.93.165:10443,KOMRO Gesellschaft fuer Telekommunikation mit beschraenkter Haftung
https://61.219.129.79,61.219.129.79,443,https,Juniper Web Device Manager,,CN,Taipei,https://61.219.129.79,Data Communication Business Group
https://116.92.197.2:9870,116.92.197.2,9870,https,Juniper Web Device Manager,,CN,Central,https://116.92.197.2:9870,HKBN Enterprise Solutions HK Limited
https://41.33.103.145,41.33.103.145,443,https,Juniper Web Device Manager,,EG,Cairo,https://41.33.103.145,TE-AS
https://125.18.32.194,125.18.32.194,443,https,Juniper Web Device Manager,,IN,,https://125.18.32.194,BHARTI Airtel Ltd.
https://[2001:4490:d080:e00::2],2001:4490:d080:e00::2,443,https,Juniper Web Device Manager,,IN,,https://[2001:4490:d080:e00::2],National Internet Backbone
https://160.86.184.112:10443,160.86.184.112,10443,https,Juniper Web Device Manager,,JP,Umeda,https://160.86.184.112:10443,Sony Network Communications Inc.
https://213.206.225.129,213.206.225.129,443,https,Juniper Web Device Manager,,NL,Venray,https://213.206.225.129,ML Consultancy
https://169.62.15.75:8443,169.62.15.75,8443,https,Juniper Web Device Manager,,,,https://169.62.15.75:8443,SOFTLAYER
https://169.61.74.202:8443,169.61.74.202,8443,https,Juniper Web Device Manager,,,,https://169.61.74.202:8443,SOFTLAYER
https://169.60.99.219:8443,169.60.99.219,8443,https,Juniper Web Device Manager,,,,https://169.60.99.219:8443,SOFTLAYER
https://62.254.28.165,62.254.28.165,443,https,Juniper Web Device Manager,,GB,Glossop,https://62.254.28.165,Virgin Media Limited
https://126.72.91.200,126.72.91.200,443,https,Juniper Web Device Manager,,JP,Chiyoda-ku,https://126.72.91.200,Softbank BB Corp.
https://79.106.64.18,79.106.64.18,443,https,Juniper Web Device Manager,,AL,Tirana,https://79.106.64.18,One Albania Sh.a.
https://114.79.149.18,114.79.149.18,443,https,Juniper Web Device Manager,,IN,Badlapur,https://114.79.149.18,D-Vois Broadband Pvt Ltd
https://209.73.213.78,209.73.213.78,443,https,Juniper Web Device Manager,,US,Flushing,https://209.73.213.78,QTS
https://38.123.217.38,38.123.217.38,443,https,Juniper Web Device Manager,,MX,Tizayuca,https://38.123.217.38,COMUNICALO DE MEXICO S.A. DE C.V
https://vpn.fenecon.de,91.26.146.110,443,https,Juniper Web Device Manager,fenecon.de,DE,Stollberg,https://vpn.fenecon.de,Deutsche Telekom AG
https://91.26.146.108,91.26.146.108,443,https,Juniper Web Device Manager,,DE,Stollberg,https://91.26.146.108,Deutsche Telekom AG
https://123.215.241.45,123.215.241.45,443,https,Juniper Web Device Manager,,KR,Uiwang,https://123.215.241.45,SK Broadband Co Ltd
https://142.127.222.50,142.127.222.50,443,https,Juniper Web Device Manager,,CA,Montreal,https://142.127.222.50,BACOM
https://81.148.87.37,81.148.87.37,443,https,Juniper Web Device Manager,,GB,Nottingham,https://81.148.87.37,British Telecommunications PLC
https://168.11.191.2,168.11.191.2,443,https,Juniper Web Device Manager,,US,Evans,https://168.11.191.2,PEACHNET-AS3480
https://12.188.141.58,12.188.141.58,443,https,Juniper Web Device Manager,,US,Houston,https://12.188.141.58,ATT-INTERNET4
https://72.9.2.43,72.9.2.43,443,https,Juniper Web Device Manager,,US,Lexington Park,https://72.9.2.43,ATLANTICBB-JOHNSTOWN
https://113.161.196.153,113.161.196.153,443,https,Juniper Web Device Manager,,VN,Vĩnh Long,https://113.161.196.153,VNPT Corp
https://24.249.169.3,24.249.169.3,443,https,Juniper Web Device Manager,,US,Phoenix,https://24.249.169.3,ASN-CXA-ALL-CCI-22773-RDC
https://141.195.93.98,141.195.93.98,443,https,Juniper Web Device Manager,,CH,Greifensee,https://141.195.93.98,Init7 (Switzerland) Ltd.
https://103.113.202.254,103.113.202.254,443,https,Juniper Web Device Manager,,BD,,https://103.113.202.254,National University
https://124.187.49.117,124.187.49.117,443,https,Juniper Web Device Manager,,AU,Brisbane,https://124.187.49.117,Telstra Corporation Ltd
https://14.234.51.87,14.234.51.87,443,https,Juniper Web Device Manager,,VN,Can Tho,https://14.234.51.87,VNPT Corp
https://68.48.125.183,68.48.125.183,443,https,Juniper Web Device Manager,,US,Lansing,https://68.48.125.183,COMCAST-7922
https://223.200.120.67,223.200.120.67,443,https,Juniper Web Device Manager,,CN,Yingge District,https://223.200.120.67,Data Communication Business Group
https://141.156.169.226:10443,141.156.169.226,10443,https,Juniper Web Device Manager,,US,Washington,https://141.156.169.226:10443,UUNET
https://103.92.84.202,103.92.84.202,443,https,Juniper Web Device Manager,,BD,,https://103.92.84.202,Synesis IT Limited
https://67.105.97.98,67.105.97.98,443,https,Juniper Web Device Manager,,US,,https://67.105.97.98,XO-AS15
https://165.230.48.68,165.230.48.68,443,https,Juniper Web Device Manager,,US,Burlington,https://165.230.48.68,RUTGERS
https://38.129.55.92,38.129.55.92,443,https,Juniper Web Device Manager,,US,,https://38.129.55.92,ITED-23471
https://112.216.103.194,112.216.103.194,443,https,Juniper Web Device Manager,,KR,Namyangju,https://112.216.103.194,LG DACOM Corporation
https://173.15.236.81,173.15.236.81,443,https,Juniper Web Device Manager,,US,Ann Arbor,https://173.15.236.81,COMCAST-7922
https://45.82.237.60,45.82.237.60,443,https,Juniper Web Device Manager,,JP,Osaka,https://45.82.237.60,
https://98.188.213.53,98.188.213.53,443,https,Juniper Web Device Manager,,US,Fairfax,https://98.188.213.53,ASN-CXA-ALL-CCI-22773-RDC
https://203.44.206.233,203.44.206.233,443,https,Juniper Web Device Manager,,AU,Campbelltown,https://203.44.206.233,Telstra Corporation Ltd
https://180.255.66.90,180.255.66.90,443,https,Juniper Web Device Manager,,SG,,https://180.255.66.90,Singtel Fibre Broadband
https://198.35.62.4,198.35.62.4,443,https,Juniper Web Device Manager,,US,,https://198.35.62.4,TELX-TOR
https://116.68.154.66,116.68.154.66,443,https,Juniper Web Device Manager,,TH,Mueang Samut Prakan,https://116.68.154.66,NTTCTNET
https://20.227.159.86,20.227.159.86,443,https,Juniper Web Device Manager,,AU,Canberra,https://20.227.159.86,MICROSOFT-CORP-MSN-AS-BLOCK
https://18.222.5.197,18.222.5.197,443,https,Juniper Web Device Manager,,US,Columbus,https://18.222.5.197,AMAZON-02
https://208.181.238.251,208.181.238.251,443,https,Juniper Web Device Manager,,CA,Burnaby,https://208.181.238.251,TELUS Communications
https://94.56.224.51,94.56.224.51,443,https,Juniper Web Device Manager,,AE,Dubai,https://94.56.224.51,Emirates Telecommunications Group Company (etisalat Group) Pjsc
124.83.51.253,124.83.51.253,80,http,Juniper Web Device Manager,,PH,Quezon City,http://124.83.51.253,Philippine Long Distance Telephone Company
https://161.202.179.202:8443,161.202.179.202,8443,https,Juniper Web Device Manager,,JP,Tokyo,https://161.202.179.202:8443,SOFTLAYER
https://182.78.23.178,182.78.23.178,443,https,Juniper Web Device Manager,,IN,,https://182.78.23.178,BHARTI Airtel Ltd.
https://64.186.96.153,64.186.96.153,443,https,Juniper Web Device Manager,,US,Haines,https://64.186.96.153,APTNET-AS-01
https://173.251.98.90,173.251.98.90,443,https,Juniper Web Device Manager,,US,Hewitt,https://173.251.98.90,CABLE-NET-1
https://12.132.10.140:8443,12.132.10.140,8443,https,Juniper Web Device Manager,,US,Little Rock,https://12.132.10.140:8443,ATT-INTERNET4
https://169.47.111.68:8443,169.47.111.68,8443,https,Juniper Web Device Manager,,US,Ashburn,https://169.47.111.68:8443,SOFTLAYER
https://177.222.59.238:8443,177.222.59.238,8443,https,Juniper Web Device Manager,,BO,La Paz,https://177.222.59.238:8443,Telefonica Celular de Bolivia S.A.
https://169.38.131.110:8443,169.38.131.110,8443,https,Juniper Web Device Manager,,US,,https://169.38.131.110:8443,SOFTLAYER
https://163.74.70.203:8443,163.74.70.203,8443,https,Juniper Web Device Manager,,,,https://163.74.70.203:8443,SOFTLAYER
https://38.123.217.196,38.123.217.196,443,https,Juniper Web Device Manager,,MX,Tizayuca,https://38.123.217.196,COMUNICALO DE MEXICO S.A. DE C.V
https://194.56.92.94,194.56.92.94,443,https,Juniper Web Device Manager,,FR,Paris,https://194.56.92.94,Sesan Service Numerique De Sante Gcs
https://58.33.17.154:4433,58.33.17.154,4433,https,Juniper Web Device Manager,,CN,Shanghai,https://58.33.17.154:4433,China Telecom Group
https://209.183.143.154,209.183.143.154,443,https,Juniper Web Device Manager,,CA,Guelph,https://209.183.143.154,EXECULINK
https://12.149.202.10,12.149.202.10,443,https,Juniper Web Device Manager,,US,Los Angeles,https://12.149.202.10,ATT-INTERNET4
https://183.179.186.254,183.179.186.254,443,https,Juniper Web Device Manager,,CN,Central,https://183.179.186.254,Hong Kong Broadband Network Ltd.
https://183.249.191.158:8443,183.249.191.158,8443,https,Juniper Web Device Manager,,CN,,https://183.249.191.158:8443,China Mobile communications corporation
